,description,tables
138,"Таблица nci_mud_sample содержит информацию о пробах смолы. Таблица имеет поля: Поле id, value.","nci_mud_sample: ['id', 'value']"
139,"Таблица nci_mobilization_demobilization содержит информацию об организационных мероприятиях мобилизации и демобилизации. Таблица имеет поля: Поле id - идентификатор операции, key - код операции, value - значение операции.","nci_mobilization_demobilization: ['id', 'key', 'value']"
140,"Таблица nci_lift_type содержит информацию о типах хода на подъеме. Таблица имеет поля: id - идентификатор типа хода, value - значение типа хода.","nci_lift_type: ['id', 'value']"
141,"Таблица nci_price_nnb_daily содержит информацию о дневных ценах для НИОКР.     Таблица имеет поля: id - идентификатор записи, value - значение цены.","nci_price_nnb_daily: ['id', 'value']"
142,"Таблица nci_price_osv_daily содержит информацию об онлайн ценах OSV в день. Таблица имеет поля: id, value.   Таблица aut_drilling_schema содержит информацию о шаблоне автоматического бурения. Таблица имеет поля: id, meta, attribute_group, attributes.   Таблица completion_stage содержит информацию о стадии завершения. Таблица имеет поля: id, name, max_stage_number, min_stage_number, sequence_number.   Таблица country содержит информацию о стране. Таблица имеет поля: id, name, iso_code, timezone.   Таблица driller содержит информацию о буровике. Таблица имеет поля: id, type, service_company.   Таблица drilling_operation содержит информацию о операции бурения. Таблица имеет поля: id, unique_id, drilling_string, last_updated, last_updated_by, operation_status, type, well_log.   Таблица drilling_stage содержит информацию о этапе бурения. Таблица имеет поля: id, name, description.   Таблица drilling_stage_operation содержит информацию о операциях бурения на этапе. Таблица имеет поля: id, drilling_stage_id, drilling_operation_id, operation_time_in_min.   Таблица drilling_string содержит информацию о буронабивном комплексе. Таблица имеет поля: id, drilling_operation_id, md_end, md_start, pipe_instrument_condition, rig_type, rotation_direction, serial_number, tool_type, equipment_list.   Таблица drilling_type_status содержит информацию о статусе типа бурения. Таблица имеет поля: id, name.   Таблица well_bore содержит информацию о скважинном колодце. Таблица имеет поля: id, drilling_operation_id, casing_depth, drilling_depth, drilling_start_date.   Таблица well_design содержит информацию о проекте скважины. Таблица имеет поля: id, formation_top_thickness, hole_depth, tubing_depth, wellbore_design_type.   Таблица well_log содержит информацию о логе скважины. Таблица имеет поля: id, depth, logging_method, logging_tool, logging_value, well_log_group, logging_service_company.   Таблица well_location содержит информацию о расположении скважины. Табл ца имеет поля: id, latitude, longitude, location_type, name, well_logger_location_status.   Таблица well_status содержит информацию о статусе скважины. Таблица имеет поля: id, name, order.   Таблица well_type содержит информацию о типе скважины. Таблица имеет поля: id, name.   Таблица geo_formation содержит информацию о геологической формации. Таблица имеет поля: id, name, description, formation_number, formation_weight, geom_number, poisson_number, volume_weight, shear_modulus.   Таблица geo_formation_status содержит информацию о статусе геологической формации. Таблица имеет поля: id, name.   Таблица geo_formation_zone содержит информацию о геологической зоне. Таблица possesses поля: id, geo_formation_id, name, weight.   Таблица geo_formation_zone_status содержит информацию о статусе геологической зоны. Таблица имеет поля: id, name.   Таблица geo_well_status содержит информацию о статусе геоперации. Таблица имеет поля: id, name, well_status_code_name.   Таблица geo_well_status_name содержит информацию о имени статуса геоперации. Таблица имеет поля: id, status_name, well_status_code_id.   Таблица geod_status содержит информацию о статусе геоданных. Таблица имеет поля: id, geo_well_status_id, geod_status_code, well_status_code, log_status_code.   Таблица meta_field содержит информацию об атрибуте мета. Таблица имеет поля:,code, name, type.   Таблица meta_table contiene информацию об атрибуты таблицы мета. Таблица имеет поля: code, name, type, unique_id.   Таблица meta_table_list содержит информацию о списке таблиц мета. Таблица имеет поля: project_code, table_code, list_order.   Таблица nci_cost_alias содержит информацию об алиасе стоимости NCI. Таблица имеет поля: id, Alias, min_value, max_value, unit, currency_code.   Таблица nci_cost_alias_rel содержит информацию о связях алиасов стоимости NCI. Таблица имеет поля: id, nci_cost_alias_id, project_code, group_code, table_code, key_code, row_min,  ни min row_max.  Таблица nci_cost_alias_rel contains информация о связях алиасов стоимости NCI. Таблица имеет поля: id, nci_cost_alias_id, project_code, group_code, table_code, key_code, row_min, row_max, str_len, value_type.   Таблица nci_price_osv_daily содержит информацию об онлайн ценах OSV в день.   Таблица nci_price_osv_monthly содержит информацию об онлайн ценах OSV в месяц. Таблица имеет поля: id, value.   Таблица osv_daily_log содержит информацию об онлайн логе OSV в день. Таблица имеет поля: id, day_name, display_order, is_current, osv_config_id, show_warning.   Таблица osv_daily_log_data содержит информацию об данных онлайн лога OSV в день. Таблица имеет поля: id, day_name, display_order, is_current, osv_daily_log_id, price_value, price_value_daily.   Таблица osv_daily_log_map содержит информацию о карте онлайн лога OSV в день. Таблица имеют поля: id, from_log_day_number, mapping_date, from_log_id, to_log_id,   Таблица osv_group содержит информацию о группе OSV. Таблица имеет поля: id, name, logo.   Таблица osv_group_list содержит информацию о списке групп OSV. Таблица имеет поля: id, name, list_order.  Таблица osv_price_history содержит информацию об истории цен OSV. Таблица имеет поля: id, log_date, unit, currency_code, unit_value.  Таблица osv_user_rel содержит информацию о связях пользователя OSV. Таблица имеет поля: id, user_id, osv_group_id, role, created_at.   Таблица osm_profile содержит установку профиля OSM. Таблица имеет поля: id, name, service_company.   Таблица osv_daily_cost_structure contains информация об о структуре затрат OSV в день. Таблица имеет поля: id,  cost_component_id, cost_line_item_id, is_percent, project_code, table_code, value.   Таблица osm_user_profile содержит профиль пользователя OSM. Таблица имеет поля: id, user_id, company_id, profile_updated_at.   Таблица param_group содержит информацию о группе параметров. Таблица имеет поля: id, name, remark.   Таблица param_item содержит информацию об элементе параметра. Таблица имеет поля: id, parameter_id, condition_value,   Таблица param_list содержит информацию о списке параметров. Таблица имеет поля: id, name_list, sort_order.   Таблица po_project имеет информацию о проекте плана работ. Таблица имеет поля: id, item_name, item_code, item_type, category_id, default_currency, parent_item_id, project_description.   Таблица project имеют информацию об об проекте. Таблица имеет поля: id, name, description, customer_name, project_status_id.   Таблица project_budget имеет информацию о бюджете проекта. Таблица имеет поля: id, project_code, customer_budget, project_budget.   Таблица project_budget_line_item has информация о строке бюджета проекта. Таблица имеет поля: id, project_budget_id, department, line_item,. .","nci_price_osv_daily: ['id', 'value']"
143,"Таблица nci_price_osv_daily_gnkt содержит информацию о цене бурения.  Таблица имеет поля:  Поле id - внутренний идентификатор строки,  value - текущая цена бурения.","nci_price_osv_daily_gnkt: ['id', 'value']"
144,"Таблица nci_price_special_equipments содержит информацию о стоимости специального оборудования. Таблица имеет поля:  id - уникальный идентификатор специального оборудования, value - стоимость специального оборудования.","nci_price_special_equipments: ['id', 'value']"
145,"Таблица nci_svita содержит информацию о свойствах свиты. Таблица имеет поля: Поле id - идентификатор свойства свиты, value - значение свойства свиты.","nci_svita: ['id', 'value']"
146,"Таблица nci_propant_fraction содержит информацию о долях propsа. Таблица имеет поля:  Поле id - идентификатор фракции,             value - значение доли propsа.","nci_propant_fraction: ['id', 'value']"
147,Таблица nci_reason_of_pooh содержит информацию о причинах отказа оборудования при бурении скважин Национального центра исследований.  Таблица имеет поля:  Поле id - идентификатор причины отказа. Поле value - описание причины отказа.,"nci_reason_of_pooh: ['id', 'value']"
148,"Таблица nci_pump_group_type содержит информацию о типах групп насосов. Таблица имеет поля: id, value.","nci_pump_group_type: ['id', 'value']"
149,Таблица nci_steel_strength_group содержит информацию о группах по свойствам стали. Таблица имеет поля:  id - идентификатор группы. value - значение группы.,"nci_steel_strength_group: ['id', 'value']"
150,"Таблица nci_screen_mesh содержит информацию о сеточном фильтре.  Таблица имеет поля:  Поле id - номер записи,  value - значение сеточного фильтра.  Поле id имеет максимально возможное количество целых чисел, а value имеет максимально возможное количество символов или чисел.","nci_screen_mesh: ['id', 'value']"
151,"Таблица nci_rig_equipment_type содержит информацию о типах оборудования бурильной станции. Таблица имеет поля: id - идентификатор типа оборудования, value - значение типа оборудования.","nci_rig_equipment_type: ['id', 'value']"
152,"Таблица nci_special_equipments содержит информацию об особых оборудованиях.  Таблица имеет поля:  Поле id - уникальный номер оборудования,  фактическая_мощность - фактическая мощность оборудования,  номинальная_капацитет - номинальная мощность оборудования,  эквивалентная_траяние_сплошная.","nci_special_equipments: ['id', 'value']"
153,"Таблица nci_rig_equipment_model содержит информацию о моделях оборудования буровой установки. Таблица имеет поля: id - идентификатор модели, key - ключевой признак модели, value - значение ключевого признака.","nci_rig_equipment_model: ['id', 'key', 'value']"
154,"Таблица nci_pvo_model содержит информацию о моделях PVO. Таблица имеет поля: id, value.","nci_pvo_model: ['id', 'value']"
155,"Таблица nci_price_types содержит информацию о типах цен. Таблица имеет поля: id, key, value, has_additional_prices, cost_type.","nci_price_types: ['id', 'key', 'value', 'has_additional_prices', 'cost_type']"
156,"Таблица nci_service_type содержит информацию о типах услуг по освоению нерудных строительных материалов (овер-экта). Таблица имеет поля:  Поле id – идентификатор типа услуги,  поле code – код типа услуги,  поле title – название типа услуги.","nci_service_type: ['id', 'code', 'title']"
157,"Таблица nci_specialized_vehicle содержит информацию о специализированных транспортных средствах. Таблица имеет поля: идентификатор id, значение value.","nci_specialized_vehicle: ['id', 'value']"
158,"Таблица nci_well_completion_operation_types содержит информацию о типах операций по завершению скважины. Таблица имеет поля: Поле id - идентификатор операции, value - описание типа операции.","nci_well_completion_operation_types: ['id', 'value']"
159,"Таблица nci_wireline_logs_type содержит информацию о типах логов по мягким проводам. Таблица имеет следующие поля: id, value.","nci_wireline_logs_type: ['id', 'value']"
160,Таблица nci_wireline_bha_elements содержит информацию о элементах БХА. Таблица имеет поля:  id - уникальный номер элемента;  value - значение элемента.,"nci_wireline_bha_elements: ['id', 'value']"
161,"Таблица nci_wireline_bha_types содержит информацию о типах колонок скважинного оборудования для независимой проводки. Таблица имеет поля: id, value.","nci_wireline_bha_types: ['id', 'value']"
162,"Таблица nci_work_types содержит информацию о типах работ. Таблица имеет поля: id, key, value, calculation_type, is_show_in_risk_map.  Поле id - уникальный относящийся к записи идентификатор.  Поле key - ключевое слово, характеризующее тип работы.  Поле value - значение, описывающее тип работы.  Поле calculation_type - тип расчета для типа работы.  Поле is_show_in_risk_map - флаг, указывающий, отображать ли тип работы в карте рисков.","nci_work_types: ['id', 'key', 'value', 'calculation_type', 'is_show_in_risk_map']"
163,"Таблица nci_work_category_alias содержит справочную информацию об алиасах рабочих категорий Национальной информационной базы проектов.  Таблица имеет поля:  Поле id - уникальный идентификатор альяса,  поле value - наименование альяса,  поле work_category - имя соответствующей рабочей категории.","nci_work_category_alias: ['id', 'value', 'work_category']"
164,"Таблица nci_tubing_type содержит информацию о типах трубы. Таблица имеет поля: id, value.","nci_tubing_type: ['id', 'value']"
165,"Таблица nci_work_operations содержит информацию о рабочих операциях бурения скважин. Таблица имеет поля: id - идентификатор операции, key - ключ операции, value - значение операции.","nci_work_operations: ['id', 'key', 'value']"
166,"Таблица nci_wellbore содержит информацию об обсаде скважин. Таблица имеет поля: id, value.","nci_wellbore: ['id', 'value']"
167,"Таблица nci_well_construction_stages содержит информацию об этапах строительства скважин. Таблица имеет поля:  Поле id - идентификатор этапа, value - значение этапа.  Таблица nci_well_construction_sites содержит информацию об участках стройки скважин. Таблица имеет поля:  Поле id - идентификатор участка, value - значение участка.  Таблица nci_well_construction_technologies содержит информацию об используемых технологиях при строительстве скважин. Таблица имеет поля:  Поле id - идентификатор технологии, value - значение технологии.  Таблица nci_well_construction_materials содержит информацию об используемых материалах при строительстве скважин. Таблица имеет поля:  Поле id - идентификатор материала, value - значение материала.  Таблица nci_well_construction_equipment содержит информацию об используемом оборудовании при строительстве скважин. Таблица имеет поля:  Поле id - идентификатор оборудования, value - значение оборудования.  Таблица nci_well_drilling_rigs содержит информацию о буровых установках. Таблица имеет поля:  Поле id - идентификатор буровой установки, value - значение буровой установки.  Таблица nci_well_drilling_rig_types содержит информацию о типах буровых установок. Таблица имеет поля:  Поле id - идентификатор типа буровой установки, value - значение типа буровой установки.  Таблица nci_well_construction_supplies содержит информацию о необходимых материалов и запасных частей для строительства скважин. Таблица имеет поля:  Поле id - идентификатор материала/запасной части, value - значение материала/запасной части.  Таблица nci_well_perforation содержит информацию об отвердителей скважин. Таблица имеет поля:  Поле id - идентификатор отвердителя, value - значение отвердителя.  Таблица nci_well_perforation_stages contains информация об этапах отвердителей скважин. Таблица имеет поля:  Поле id - идентификатор этапа, value - значение этапа.  Таблица nci_well_plugging_stages содержит информация об этапах забивки скважин. Таблица имеет поля:  Поле id - идентификатор этапа, value - значение этапа.  Таблица nci_well_pressure_testing contains информация об гидравлических испытаниях скважин. Таблица имеет поля:  Поле id - идентификатор испытания, value - значение испытания.  Таблица nci_well_cementation_spots содержит информация об точках цементации скважин. Таблица имеет поля:  Поле id - идентификатор точки цементации, value - значение точки цементации.  Таблица nci_well_deviation_points содержит информация об точках сужения скважин. Таблица имеет поля:  Поле id - идентификатор точки сужения, value - значение точки сужения.  Таблица nci_well_horizontalization_depths contains информация об горизонтальных глубинах. Таблица имеет поля:  Поле id - идентификатор горизонтальной глубины, value - значение горизонтальной глубины.  Таблица nci_well_trajectory_points contains информация об точках траекторий скважин. Таблица имеет поля:  Поле id - идентификатор точки траектории, value - значение точки траектории.  Таблица nci_well_completion_obj contains информация о готовности скважин. Таблица имеет поля:  Поле id - идентификатор готовности, value - значение готовности.  Таблица nci_well_plugs contains информация об забивках скважин. Таблица имеет поля:  Поле id - идентификатор забивки, value - значение забивки.  Таблица nci_well_stimulation_package contains информация о пакетах стимулирования скважин. Таблица имеет поля:  Поле id - идентификатор пакета стимулирования, value - значение пакета стимулирования.  Таблица nci_well_completion stages contains информация об этапах готовности скважин. Таблица имеет поля:  Поле id - идентификатор этапа, value - значение этапа.  Таблица nci_well_compressive_strength_contain содержит информацию о содержании компрессионной прочности. Таблица имеет поля:  Поле id - идентификатор содержания, value - значение содержания.  Таблица nci_well_service_company contains информация о сервисной компании. Таблица имеет поля:  Поле id - идентификатор компании, value - значение компании.  В общей сложности таблицы содержат информацию о этапах строительства, оборудовании, материалах, отвердителе, гидравлических испытаниях, цементации, горизонтальных глубинах, стимулировании, готовности и содержании компрессионной прочности.","nci_well_construction_stages: ['id', 'value']"
168,"Таблица nci_vibracit_model содержит информацию о моделях возбуждения вращающегося инструмента. Таблица имеет поля: id - идентификатор модели, value - значение возбуждения.","nci_vibracit_model: ['id', 'value']"
169,"Таблица nci_vsp_model содержит информацию о параметрах модели интерполяции для верхней части скважины. Таблица имеет поля: Поле id - идентификатор записи, value - значение параметра модели.","nci_vsp_model: ['id', 'value']"
170,"Таблица nci_work_category содержит информацию о категориях работ. Таблица имеет поля: id, value, key, has_incident.  - id - идентификатор категории. - value - значение категории. - key - ключевая информация о категории. - has_incident - наличие инцидента в категории.","nci_work_category: ['id', 'value', 'key', 'has_incident']"
171,"Таблица nci_well_construction_stage_alias содержит информацию о псевдонимах этапов бурения скважины. Таблица имеет поля: ID - уникальный номер записи, value - псевдоним этапа, well_construction_stage - этап бурения скважины.","nci_well_construction_stage_alias: ['id', 'value', 'well_construction_stage']"
172,"Таблица nci_wireline_tools содержит информацию о проводных инструментах. Таблица имеет поля: id - идентификатор инструмента, value - стоимость инструмента.","nci_wireline_tools: ['id', 'value']"
173,"Таблица nci_trajectory_type содержит информацию о типах трассировки бурения. Таблица имеет поля: id - уникальный номер типа трассировки, value - описание типа трассировки.","nci_trajectory_type: ['id', 'value']"
174,"Таблица nci_well_status содержит информацию о статусах скважин.  Таблица имеет поля: id, value.  Таблица well_operation_log содержит информацию о журналах операций бурения скважин.  Таблица имеет поля: id, well_id, start_date, end_date, watercut, pressure_formation, filter_pressure.  Таблица rig_configuration содержит информацию о конфигурации буровой станции.  Таблица имеет поля: id, rig_type, horsepower, pumps, drillpipe, collarpipe.  Таблица drilling_template содержит информацию о шаблонах бурения.  Таблица имеет поля: id, template_name, stages, start_depth, end_depth, mud_weight.  Таблица well_setting_content содержит информацию об обеспечении скважин.  Таблица имеет поля: id, well_id, setting_type, size, setting_date, unset_date.  Таблица monitoring_points содержит информацию о контрольных точках скважин.  Таблица имеет поля: id, well_id, monitoring_point_num, monitoring_point_status.  Таблица well_operation_history содержит историю операций бурения скважин.  Таблица имеет поля: id, well_id, user_id, operation_type, operation_date, detail.  Таблица well_drill_config содержит информацию об устройстве скважин.  Таблица имеет поля: id, well_id, drillcollar_id, drillcollar_size, drillcollar_length, bit_id, bit_diameter, bit_type.  Таблица drill_string содержит информацию о трубе бурения.  Таблица имеет поля: id, drillcollar_id, drillcollar_length, drillcollar_size, joint_type.  Таблица well_status_log содержит информацию о журналах статусов скважин.  Таблица имеет поля: id, well_status_id, well_id, status, status_date.  Таблица nci_operation_type содержит информацию о типах операций бурения скважин.  Таблица имеет поля: id, name, description.  Таблица control_system содержит информацию о системе управления процессом бурения.  Таблица имеет поля: id, system_name, control_mode, control_equipment.  Таблица well_control_system содержит информацию об устройстве системы управления процессом бурения скважин.  Таблица имеет поля: id, well_id, control_system_id, equipment_id.  Таблица equipment содержит информацию об оборудовании процесс бурения скважин.  Таблица имеет поля: id, equipment_name, equipment_type, parameter, equipment_status.  Таблица well_equipment содержит информацию об устройстве оборудования в скважине.  Таблица имеет поля: id, well_id, equipment_id, equipment_status, installation_date, dismantle_date.  Таблица drilling_operation_status содержит информацию об операционных статусах процесс вызова скважин.  Таблица имеет поля: id, drilling_operation_id, start_date, end_date, status.  Таблица well_content_status содержит информацию об обеспечении скважин.  Таблица имеет поля: id, well_id, setting_type, size, setting_date, unset_date.  Таблица monitoring_point_status содержит информацию о статусе контрольных точек скважин.  Таблица имеет поля: id, monitoring_point_id, status, status_date.  Таблица monitoring_point_information содержит информацию об устройстве контрольных точек скважин.  Таблица имеет поля: id, monitoring_point_id, monitoring_point_name, monitoring_point_description.  Таблица data_import_log содержит информацию об журнале импорта данных.  Таблица имеет поля: id, import_date, import_type, well_id, file_name, result.  Таблица well_event_log содержит информацию об журнале событий скважин.  Таблица имеет поля: id, well_id, event_name, event_time, event_description, event_status.  Таблица well_history содержит информацию об истории скважин.  Таблица имеет поля: id, well_id, start_date, end_date, status, detail.  Таблица nci_mud_type содержит информацию о типах мыла для бурения скважин.  Таблица имеет поля: id, name, description, mud_type.  Таблица well_setting_log содержит информацию о журнале обеспечения скважин.  Таблица имеет поля: id, well_id, setting_id, setting_type, size, setting_date, unset_date.  Таблица well_position_log содержит информацию о журнале положения скважин.  Таблица имеет поля: id, well_id, x, y, z, direction.  Таблица drilling_operation_log содержит информацию о журнале операций бурения скважин.  Таблица имеет поля: id, drilling_operation_id, start_date, end_date, watercut, pressure_formation, filter_pressure.  Таблица well_mud_setting содержит информацию об устройстве мыла при бурении скважин.  Таблица имеет поля: id, well_id, mud_setting_id, mud_type, mud_weight, mud_density.  Таблица nci_operation_flow содержит информацию о потоке операций бурения скважин.  Таблица имеет поля: id, name, description, flow_operation.  Таблица well_drilling_operation содержит информацию об устройстве операций бурения скважин.  Таблица имеет поля: id, well_id, drilling_operation_id, start_date, end_date, status.  Таблица nci_status содержит информацию о статусах движений скважин.  Таблица имеет поля: id, name, description, status.  Таблица monitoring_point_history содержит информацию об истории контрольных точек скважин.  Таблица имеет поля: id, monitoring_point_id, monitoring_point_num, monitoring_point_status, status_date.  Таблица well_drilling_setting содержит информацию об устройстве настроек бурения скважин.  Таблица имеет поля: id, well_id, drilling_operation_id, drilling_setting_id, setting_type, size, setting_date, unset_date.  Таблица well_drillstring_info содержит информацию об устройстве труб бурения скважин.  Таблица имеет поля: id, well_id, drillcollar_id, drillcollar_size, drillcollar_length, joint_type.  Таблица nci_pump_status содержит информацию о статусе перекачивающих скважин.  Таблица имеет поля: id, pump_id, pump_name, pump_status.  Таблица well_mud_type содержит информацию об устройстве типов мыла скважин.  Таблица имеет поля: id, well_id, mud_type_id, mud_type, mud_weight, mud_density.  Таблица well_setup_info содержит информацию об устройстве настроек скважин.  Таблица имеет поля: id, well_id, setup_type, setup_parameter, setup_value.  Таблица operation_status содержит информацию о статусе операций вызова скважин.  Таблица имеет поля: id, operation_id, status, status_date.  Таблица monitoring_point_check содержит информацию об информации о контроле точек скважин.  Таблица имеет поля: id, monitoring_point_id, monitoring_point_num, monitoring_point_status, status_date, time.  Таблица nci_watercut содержит информацию об устройствах жидкости скважин.  Таблица имеет поля: id, name, description, watercut.  Таблица well_setting_info содержит информацию об информации настроек скважин.  Таблица имеет поля: id, well_id, setting_type, setting_parameter, setting_value.  Таблица well_operation_data содержит информацию об устройстве данных операций вызова скважин.  Таблица имеет поля: id, well_id, operation_id, data_type, data_value.  Таблица well_monitoring_point_history содержит информацию об истории контрольных точек скважин.  Таблица имеет поля: id, well_id, monitoring_point_id, monitoring_point_num, monitoring_point_status, status_date.  Таблица nci_drillbit_status содержит информацию о статусах скважин.  Таблица имеет поля: id, drillbit_id, drillbit_name, drillbit_status.  Таблица well_drilling_setup содержит информацию об устройстве настроек бурения скважин.  Таблица имеет поля: id, well_id, drilling_operation_id, drilling_setup_id, setup_type, size, setting_date, unset_date.  Таблица well_watercut содержит информацию об устройстве жидкости скважин.  Таблица имеет поля: id, well_id, start_date, end_date, watercut.  Таблица well_operate_info содержит информацию об устройстве операций вызова скважин.  Таблица имеет поля: id, well_id, operate_type, operate_value, operate_status.","nci_well_status: ['id', 'value']"
175,Таблица nci_well_completion_absorption_stages contains информацию о стадиях бурения. Таблица имеет поля:  id содержит уникальный номер каждой стадии value - значение стадии,"nci_well_completion_absorption_stages: ['id', 'value']"
176,"Таблица nci_wellprofile_type содержит типы профилей скважин. Таблица имеет поля: Поле id, значение - идентификатор типа перфилей скважин, value - тип перфилей скважин.","nci_wellprofile_type: ['id', 'value']"
177,"Таблица nci_work_types_alias содержит информацию об алиасах типов работ в Национальной системе квалификации. Таблица имеет поля: id - идентификатор алиаса, value - значение алиаса, work_type - тип работы.","nci_work_types_alias: ['id', 'value', 'work_type']"
178,"Таблица opening_objects_during_test содержит информацию об объектах, открываемых во время тестирования. Таблица имеет поля: Поле id - идентификатор объекта, version - номер версии, project_id - идентификатор проекта, test_interval_from - интервал времени начала тестирования, test_interval_to - интервал времени окончания тестирования, opening_interval_length - длина интервала времени, filter_installation_interval_from - интервал времени установки фильтра от, filter_installation_interval_to - интервал времени установки фильтра до, perforator_type - тип перфоратора, perforation_interval_per_descent - период выбивания при спуске, perforation_density - плотность выбивания, perforation_environment - среда выбивания.","opening_objects_during_test: ['id', 'version', 'project_id', 'test_interval_from', 'test_interval_to', 'opening_interval_length', 'filter_installation_interval_from', 'filter_installation_interval_to', 'perforator_type', 'perforation_interval_per_descent', 'perforation_density', 'perforation_environment']"
179,"Таблица project_chemical_reagents_need содержит информацию об условиях бора буровой жидкости. Таблица имеет поля: id, project_id, casing_column, chemistry_title, demands_of_components, drilling_interval_from, drilling_interval_to, liquor_type, version, type.","project_chemical_reagents_need: ['id', 'project_id', 'casing_column', 'chemistry_title', 'demands_of_components', 'drilling_interval_from', 'drilling_interval_to', 'liquor_type', 'version', 'type']"
180,"Таблица project содержит информацию о проектах бурения скважин. Таблица имеет поля:  идентификатор проекта id,  название проекта name,  поле where бурения осуществляется field,  количество дней, выделенных на постройку зданий building_days,  глубина скважины well_depth.","project: ['id', 'name', 'field', 'building_days', 'well_depth']"
181,"Таблица project_chisel_program содержит информацию о программе бурения сваи. Таблица имеет поля: id - идентификатор программы, version - версия программы, project_id - идентификатор проекта, depth_drilling_by_trunk_from - глубина бурения от центрального стержня от, depth_drilling_by_trunk_to - глубина бурения от центрального стержня до, sinking - углубление, size - размер, bit_code - код сверла, normative_documents_for_manufacturing - нормативные документы для производства, washing_scheme - схема промыва, number_of_attachments - количество креплений, support_type - тип крепления, mechanical_drilling_speed - механическая скорость бурения, sinking_rate - скорость углубления, bit_consumption - расход сверла, number - количество, casing_column - колонна обсадной трубы, purposes - назначение.","project_chisel_program: ['id', 'version', 'project_id', 'depth_drilling_by_trunk_from', 'depth_drilling_by_trunk_to', 'sinking', 'size', 'bit_code', 'normative_documents_for_manufacturing', 'washing_scheme', 'number_of_attachments', 'support_type', 'mechanical_drilling_speed', 'sinking_rate', 'bit_consumption', 'number', 'casing_column', 'purposes']"
182,"Таблица project_bidefectoscopy_information содержит информацию о проектах бицепоскопии. Таблица имеет поля:  Поля id - уникальный идентификатор записи, version - версия записи, project_id - идентификатор связанного проекта, drilling_method - метод бурения, bottom_hole_depth - максимальная глубина отверстия, frequency_of_thread_defectoscopy - частота обследования вала, frequency_of_weld_defectoscopy - частота обследования сварки.","project_bidefectoscopy_information: ['id', 'version', 'project_id', 'drilling_method', 'bottom_hole_depth', 'frequency_of_thread_defectoscopy', 'frequency_of_weld_defectoscopy']"
